,SellerG,Discretized_Price
33430,Barry,1
33431,Prof.,1
33432,Prof.,1
33433,Greg,1
33436,hockingstuart,1
33437,YPA,1
33440,Wyndham,1
33441,Ray,1
33446,RW,1
33451,Barry,1
33454,Nelson,5
33461,Jellis,2
33466,Marshall,4
33469,Jellis,3
33475,Jellis,4
33479,Frank,1
33481,Village,2
33493,Biggin,1
33498,RT,3
33506,Sweeney,1
33513,Barry,1
33519,hockingstuart,1
33520,FN,1
33523,Buxton,2
33525,HAR,1
33529,Cayzer,4
33538,Ray,1
33546,Marshall,4
33551,Jellis,2
33554,McDonald,2
33573,McGrath/First,5
33574,Barry,2
33576,McGrath,2
33584,Williams,2
33586,Greg,5
33588,hockingstuart,5
33592,Nelson,5
33593,Nelson,5
33598,Peter,5
33600,Nelson,5
33607,McGrath,5
33608,Jellis,2
33625,Buxton,5
33632,Jellis,5
33638,Buxton,5
33642,Barry,1
33656,Biggin,5
33661,Ray,1
33662,Nelson,5
33663,McGrath,5
33675,Ray,1
33688,Biggin,2
33692,Jellis,5
33693,hockingstuart,4
33708,Ray,5
33727,HAR,1
33733,Harcourts,5
33735,Jas,5
33737,Jas,5
33750,Barry,1
33751,Jellis,2
33767,LJ,5
33771,Barry,1
33778,Marshall,4
33780,Nelson,4
33784,One,1
33785,One,1
33794,Douglas,1
33796,Douglas,1
33798,Barry,1
33800,Douglas,1
33801,Barry,1
33809,hockingstuart,4
33812,YPA,1
33814,Barry,1
33815,YPA,1
33818,Fletchers,5
33819,Fletchers,2
33832,Jellis,2
33836,Love,1
33838,Woodards,5
33840,RT,4
33844,Nelson,5
33853,Ray,5
33854,Miles,5
33860,Harcourts,5
33863,Barry,4
33871,Ray,1
33872,Purplebricks,1
33873,Greg,1
33878,Jas,5
33889,Williams,2
33894,Williams,5
33895,Williams,5
33898,hockingstuart,1
33899,HAR,1
33900,Sweeney,1
33903,hockingstuart,1
33905,hockingstuart,1
33906,Barry,1
33910,Village,5
33915,Jas,5
33921,Douglas,1
33922,Bells,1
33927,Barry,1
33928,Greg,5
33931,Marshall,3
33937,Brad,5
33940,hockingstuart,2
33941,Buxton,2
33950,Barry,1
33957,Whiting,2
33965,Marshall,2
33966,Fletchers,2
33982,Hodges,2
33983,Nelson,1
33985,Jellis,5
33986,Buxton,2
34005,Barry,5
34011,Biggin,4
34019,Buxton,3
34037,Jellis,5
34039,McDonald,5
34040,Woodards,5
34044,Woodards,4
34049,Brad,5
34050,Nelson,5
34051,Barry,5
34052,Jellis,5
34054,Jellis,5
34055,Raine,5
34056,Barry,1
34063,Ray,2
34074,Marshall,2
34077,Marshall,2
34078,The,4
34079,Jellis,2
34084,hockingstuart,4
34097,Marshall,2
34098,Barry,1
34106,Gary,2
34109,Woodards,1
34119,O'Brien,5
34121,Buxton,1
34123,C21,5
34128,Ray,5
34131,Barry,5
34137,Woodards,5
34138,Nelson,5
34139,Brad,1
34140,Brad,1
34146,Ray,1
34148,Barry,1
34151,Barry,1
34152,Barry,1
34153,Skad,1
34154,Barry,1
34157,Ray,1
34163,McGrath,5
34175,Barry,1
34177,Ray,1
34178,Barry,5
34179,Jellis,5
34182,Jellis,5
34186,Ray,2
34189,Millership,1
34192,Hall,1
34200,Morrison,5
34212,One,5
34215,Love,1
34216,HAR,1
34218,Stockdale,1
34219,Nelson,1
34221,Love,1
34222,HAR,1
34225,McDonald,2
34230,Brad,1
34235,Nelson,1
34236,Nelson,1
34238,Nelson,5
34240,Jellis,5
34242,Ray,1
34253,Jas,5
34257,Jas,5
34261,hockingstuart,1
34264,McGrath,5
34268,Barry,1
34281,Jellis,2
34283,JRW,5
34284,Fletchers,5
34285,Jellis,5
34291,Harcourts,5
34303,Jellis,5
34305,Darren,1
34307,Raine,5
34308,Jason,1
34310,D'Aprano,1
34318,Marshall,4
34324,Charlton,2
34329,Marshall,3
34335,Jellis,2
34340,Marshall,3
34344,Fletchers,2
34346,Marshall,2
34354,Ray,5
34357,Buxton,5
34358,Buxton,5
34362,Buxton,2
34365,Barry,1
34367,Barry,5
34368,Barry,1
34369,Raine,1
34372,Barry,1
34377,Nelson,2
34382,Barry,1
34387,Nelson,1
34392,YPA,1
34401,Jellis,5
34412,Marshall,4
34419,Marshall,4
34429,Ray,1
34434,Love,1
34454,Marshall,4
34459,Marshall,4
34460,Marshall,4
34461,Jellis,5
34463,Noel,5
34466,Raine,1
34474,PRDNationwide,1
34478,Reliance,1
34479,Buxton,1
34482,Buxton,5
34487,RW,1
34488,RW,1
34489,HAR,1
34490,Buckingham,1
34491,Millership,1
34492,Ray,1
34494,Marshall,3
34496,Greg,3
34497,Greg,2
34498,Greg,4
34505,Ray,1
34506,Barry,1
34508,Barry,1
34509,HAR,1
34510,Noel,2
34512,Noel,5
34518,Jellis,5
34522,Nelson,5
34534,Buxton,5
34536,Buxton,5
34538,Buxton,5
34539,Barry,1
34542,LJ,5
34543,Fletchers,1
34546,Jellis,2
34551,Jellis,2
34552,Barry,2
34559,Buxton,5
34562,McGrath,5
34568,Williams,5
34569,Greg,5
34570,Barry,5
34571,Nelson,5
34573,Le,1
34585,Nelson,2
34591,Philip,5
34594,Buxton,2
34609,Brad,5
34612,Nelson,5
34615,hockingstuart,1
34616,MICM,1
34618,Sanctuary,1
34627,Greg,5
34628,Biggin,2
34632,Marshall,4
34636,McGrath,2
34637,Woodards,2
34646,Jellis,5
34655,Nelson,5
34662,Biggin,5
34670,Jellis,2
34671,Philip,5
34673,Fletchers,1
34681,Harcourts,5
34683,RW,1
34693,Barry,5
34701,Frank,2
34707,Barry,1
34713,Jellis,2
34720,Jas,5
34722,RW,1
34725,YPA,1
34726,Barry,1
34728,Burnham,1
34737,Whiting,5
34742,Considine,2
34746,Raine,1
34750,One,1
34752,YPA,1
34756,Douglas,5
34758,Barry,1
34760,Ray,5
34766,Jellis,2
34771,Barry,1
34777,Fletchers,5
34780,Ray,5
34782,Love,1
34784,Love,1
34787,McGrath,2
34789,Nelson,5
34790,Nelson,2
34791,Haughton,5
34804,Harcourts,5
34807,Miles,5
34819,Darren,1
34820,Greg,1
34823,Ray,1
34826,Jas,1
34828,Village,5
34831,YPA,1
34836,LLC,2
34837,Greg,2
34847,Ray,1
34849,RW,1
34853,Sweeney,5
34854,Jas,1
34856,RW,5
